,Storm identification number,storm name,monthdaytime,year,latitude (deg N),longitude (deg W),maximum wind speed (kt),minimum central pressure (hPa),radius of maximum wind speed (nm),eye diameter (nm),pressure of the outer closed isobar (hPa),radius of the outer closed isobar (nm),radii (nm) of 34 kt wind to the NE,radii (nm) of 34 kt wind to the SE,radii (nm) of 34 kt wind to the SW,radii (nm) of 34 kt wind to the NW,radii (nm) of 50 kt wind to the NE,radii (nm) of 50 kt wind to the SE,radii (nm) of 50 kt wind to the SW,radii (nm) of 50 kt wind to the NW,radii (nm) of 64 kt wind to the NE,radii (nm) of 64 kt wind to the SE,radii (nm) of 64 kt wind to the SW,radii (nm) of 64 kt wind to the NW,storm type code,distance to the nearest major landmass (km)
139,AL0888 ,GILBERT   ,90912,1988,14.0,58.6,30,1005,,,1008.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,441.0
140,AL0888 ,GILBERT   ,90918,1988,14.5,60.1,35,1004,,,1008.0,200.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,423.0
141,AL0888 ,GILBERT   ,91000,1988,14.8,61.5,40,1002,,,1008.0,295.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,448.0
142,AL0888 ,GILBERT   ,91006,1988,15.0,62.8,45,998,,,1008.0,330.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,469.0
143,AL0888 ,GILBERT   ,91012,1988,15.3,64.1,50,995,,,1008.0,180.0,150.0,100.0,75.0,75.0,100.0,75.0,35.0,35.0,0.0,0.0,0.0,0.0,* ,356.0
144,AL0888 ,GILBERT   ,91018,1988,15.7,65.4,55,992,47.0,,1008.0,240.0,150.0,150.0,75.0,75.0,100.0,100.0,25.0,35.0,0.0,0.0,0.0,0.0,* ,261.0
145,AL0888 ,GILBERT   ,91100,1988,15.9,66.8,65,989,43.0,,1008.0,270.0,200.0,200.0,100.0,100.0,100.0,100.0,35.0,35.0,25.0,25.0,0.0,25.0,* ,222.0
146,AL0888 ,GILBERT   ,91106,1988,16.2,68.0,80,982,40.0,30.0,1008.0,250.0,200.0,200.0,100.0,125.0,150.0,150.0,75.0,100.0,125.0,125.0,25.0,75.0,* ,217.0
147,AL0888 ,GILBERT   ,91112,1988,16.1,69.5,95,975,37.0,,1008.0,260.0,200.0,200.0,100.0,125.0,150.0,150.0,75.0,100.0,125.0,125.0,25.0,75.0,* ,238.0
148,AL0888 ,GILBERT   ,91118,1988,16.2,70.7,100,970,34.0,40.0,1008.0,345.0,200.0,200.0,100.0,125.0,150.0,150.0,75.0,100.0,125.0,125.0,25.0,75.0,* ,172.0
149,AL0888 ,GILBERT   ,91200,1988,16.8,72.0,105,964,31.0,40.0,1008.0,290.0,200.0,100.0,100.0,250.0,150.0,75.0,75.0,150.0,75.0,25.0,25.0,75.0,* ,109.0
150,AL0888 ,GILBERT   ,91206,1988,17.3,73.7,110,962,28.0,35.0,1008.0,275.0,200.0,200.0,200.0,250.0,150.0,75.0,75.0,150.0,75.0,25.0,25.0,75.0,* ,79.0
151,AL0888 ,GILBERT   ,91212,1988,17.6,75.3,110,960,26.0,30.0,1012.0,555.0,250.0,150.0,150.0,250.0,150.0,75.0,75.0,150.0,75.0,25.0,25.0,75.0,* ,98.0
152,AL0888 ,GILBERT   ,91218,1988,17.9,76.9,110,960,23.0,,1008.0,375.0,250.0,150.0,150.0,250.0,150.0,75.0,75.0,150.0,75.0,25.0,25.0,75.0,* ,0.0
153,AL0888 ,GILBERT   ,91300,1988,18.2,78.5,110,960,22.0,12.0,1008.0,460.0,250.0,100.0,75.0,250.0,150.0,75.0,50.0,150.0,25.0,25.0,25.0,25.0,* ,21.0
154,AL0888 ,GILBERT   ,91306,1988,18.5,79.7,115,952,19.0,15.0,1008.0,300.0,250.0,200.0,200.0,250.0,150.0,100.0,100.0,150.0,50.0,50.0,50.0,75.0,* ,151.0
155,AL0888 ,GILBERT   ,91312,1988,18.8,81.1,125,934,17.0,13.0,1008.0,330.0,250.0,200.0,200.0,250.0,150.0,100.0,100.0,150.0,50.0,50.0,50.0,75.0,* ,302.0
156,AL0888 ,GILBERT   ,91318,1988,19.4,82.5,140,905,16.0,9.0,1008.0,390.0,250.0,200.0,200.0,250.0,150.0,100.0,100.0,150.0,75.0,50.0,50.0,75.0,* ,309.0
157,AL0888 ,GILBERT   ,91400,1988,19.7,83.8,160,888,,8.0,1008.0,510.0,250.0,150.0,150.0,250.0,150.0,100.0,100.0,150.0,75.0,50.0,50.0,75.0,* ,237.0
158,AL0888 ,GILBERT   ,91406,1988,19.9,85.3,155,889,,8.0,1008.0,460.0,250.0,150.0,150.0,250.0,150.0,100.0,100.0,150.0,100.0,50.0,50.0,100.0,* ,200.0
159,AL0888 ,GILBERT   ,91412,1988,20.4,86.5,145,892,,8.0,1008.0,360.0,250.0,200.0,150.0,250.0,150.0,100.0,100.0,150.0,100.0,50.0,50.0,100.0,* ,67.0
160,AL0888 ,GILBERT   ,91418,1988,20.9,87.8,130,925,72.0,,1008.0,425.0,250.0,150.0,200.0,250.0,150.0,100.0,100.0,150.0,100.0,50.0,50.0,100.0,* ,-75.0
161,AL0888 ,GILBERT   ,91500,1988,21.3,89.5,100,944,56.0,12.0,1008.0,520.0,250.0,150.0,100.0,250.0,125.0,75.0,75.0,150.0,75.0,25.0,25.0,100.0,* ,10.0
162,AL0888 ,GILBERT   ,91506,1988,21.6,90.7,90,949,45.0,12.0,1008.0,480.0,250.0,150.0,100.0,250.0,125.0,75.0,75.0,150.0,75.0,25.0,25.0,100.0,* ,78.0
163,AL0888 ,GILBERT   ,91512,1988,21.9,91.7,85,950,42.0,,1008.0,395.0,250.0,200.0,200.0,250.0,150.0,100.0,100.0,150.0,125.0,75.0,75.0,125.0,* ,176.0
164,AL0888 ,GILBERT   ,91518,1988,22.1,92.8,90,950,35.0,,1004.0,320.0,250.0,200.0,250.0,250.0,200.0,150.0,150.0,200.0,125.0,100.0,100.0,125.0,* ,286.0
165,AL0888 ,GILBERT   ,91600,1988,22.5,93.8,100,949,32.0,,1000.0,200.0,250.0,200.0,250.0,250.0,200.0,150.0,150.0,200.0,125.0,100.0,100.0,125.0,* ,364.0
166,AL0888 ,GILBERT   ,91606,1988,22.9,94.8,110,946,29.0,12.0,1008.0,410.0,250.0,200.0,250.0,250.0,200.0,150.0,150.0,200.0,125.0,100.0,100.0,125.0,* ,286.0
167,AL0888 ,GILBERT   ,91612,1988,23.7,95.9,115,948,27.0,19.0,1008.0,365.0,250.0,200.0,200.0,250.0,200.0,150.0,150.0,200.0,125.0,100.0,100.0,125.0,* ,194.0
168,AL0888 ,GILBERT   ,91618,1988,23.9,97.0,115,950,25.0,,1008.0,400.0,250.0,200.0,200.0,250.0,200.0,150.0,100.0,100.0,150.0,150.0,50.0,50.0,* ,82.0
169,AL0888 ,GILBERT   ,91700,1988,24.4,98.2,80,964,,20.0,1008.0,395.0,250.0,200.0,200.0,250.0,150.0,125.0,75.0,75.0,100.0,100.0,25.0,25.0,* ,-40.0
170,AL0888 ,GILBERT   ,91706,1988,24.8,99.3,50,988,,,1008.0,290.0,,,,,,,,,0.0,0.0,0.0,0.0,* ,-158.0
171,AL0888 ,GILBERT   ,91712,1988,25.0,100.5,35,996,,,1008.0,365.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,-281.0
172,AL0888 ,GILBERT   ,91718,1988,25.4,101.9,30,1000,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,-428.0
173,AL0888 ,GILBERT   ,91800,1988,26.0,103.2,30,1002,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,-445.0
174,AL0888 ,GILBERT   ,91806,1988,27.6,103.7,30,1004,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,-524.0
175,AL0888 ,GILBERT   ,91812,1988,29.3,102.6,25,1003,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,-547.0
176,AL0888 ,GILBERT   ,91818,1988,31.5,101.3,25,1003,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,-572.0
177,AL0888 ,GILBERT   ,91900,1988,33.2,99.7,25,1002,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,-612.0
178,AL0888 ,GILBERT   ,91906,1988,35.8,97.7,25,1001,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,-749.0
179,AL0888 ,GILBERT   ,91912,1988,37.7,93.2,25,999,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,-860.0
180,AL0888 ,GILBERT   ,91918,1988,40.2,89.9,25,998,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,-1070.0
181,AL0888 ,GILBERT   ,92000,1988,43.4,86.5,25,995,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,-1055.0
182,AL0988 ,HELENE    ,91918,1988,13.4,31.6,30,1009,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1528.0
183,AL0988 ,HELENE    ,92000,1988,13.3,32.7,30,1008,,,1012.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1647.0
184,AL0988 ,HELENE    ,92006,1988,13.2,33.8,35,1008,,,1012.0,315.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1766.0
185,AL0988 ,HELENE    ,92012,1988,13.0,34.8,40,1004,,,1012.0,280.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1858.0
186,AL0988 ,HELENE    ,92018,1988,12.4,35.7,45,1002,,,1012.0,370.0,75.0,50.0,50.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1766.0
187,AL0988 ,HELENE    ,92100,1988,12.2,36.7,50,998,,,1012.0,210.0,75.0,75.0,75.0,75.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,* ,1717.0
188,AL0988 ,HELENE    ,92106,1988,12.0,37.7,60,993,,,1012.0,340.0,70.0,70.0,70.0,70.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,* ,1675.0
189,AL0988 ,HELENE    ,92112,1988,12.1,38.8,70,988,,,1012.0,295.0,125.0,125.0,125.0,125.0,50.0,50.0,50.0,50.0,25.0,25.0,25.0,25.0,* ,1629.0
190,AL0988 ,HELENE    ,92118,1988,12.4,39.9,75,983,,,1008.0,155.0,125.0,125.0,125.0,125.0,50.0,50.0,50.0,50.0,25.0,25.0,25.0,25.0,* ,1551.0
191,AL0988 ,HELENE    ,92200,1988,12.7,40.6,80,978,,,1012.0,370.0,125.0,125.0,125.0,125.0,50.0,50.0,50.0,50.0,25.0,25.0,25.0,25.0,* ,1512.0
192,AL0988 ,HELENE    ,92206,1988,13.0,41.5,90,972,,,1012.0,305.0,125.0,125.0,125.0,125.0,50.0,50.0,50.0,50.0,25.0,25.0,25.0,25.0,* ,1461.0
193,AL0988 ,HELENE    ,92212,1988,13.2,42.3,95,965,,,1012.0,235.0,125.0,125.0,125.0,125.0,50.0,50.0,50.0,50.0,25.0,25.0,25.0,25.0,* ,1416.0
194,AL0988 ,HELENE    ,92218,1988,13.5,43.1,100,959,,,1008.0,190.0,100.0,100.0,100.0,100.0,50.0,50.0,50.0,50.0,25.0,25.0,25.0,25.0,* ,1384.0
195,AL0988 ,HELENE    ,92300,1988,13.9,44.0,110,953,,,1008.0,235.0,150.0,125.0,100.0,150.0,50.0,50.0,50.0,50.0,35.0,35.0,35.0,35.0,* ,1358.0
196,AL0988 ,HELENE    ,92306,1988,14.1,44.9,115,945,,,1008.0,255.0,150.0,125.0,125.0,150.0,60.0,60.0,60.0,60.0,35.0,35.0,35.0,35.0,* ,1315.0
197,AL0988 ,HELENE    ,92312,1988,14.7,45.5,120,939,,10.0,1012.0,260.0,150.0,125.0,125.0,150.0,75.0,75.0,75.0,75.0,50.0,50.0,50.0,50.0,* ,1326.0
198,AL0988 ,HELENE    ,92318,1988,15.3,46.1,125,938,,10.0,1008.0,185.0,150.0,125.0,125.0,150.0,75.0,75.0,75.0,75.0,50.0,50.0,50.0,50.0,* ,1344.0
199,AL0988 ,HELENE    ,92400,1988,15.9,46.9,120,940,,,1008.0,200.0,150.0,125.0,125.0,150.0,75.0,75.0,75.0,75.0,50.0,50.0,50.0,50.0,* ,1357.0
200,AL0988 ,HELENE    ,92406,1988,16.6,47.5,120,944,,,1008.0,195.0,120.0,100.0,100.0,120.0,70.0,70.0,70.0,70.0,50.0,50.0,50.0,50.0,* ,1398.0
201,AL0988 ,HELENE    ,92412,1988,17.4,48.0,115,948,,25.0,1012.0,245.0,120.0,100.0,100.0,120.0,70.0,70.0,70.0,70.0,50.0,50.0,50.0,50.0,* ,1455.0
202,AL0988 ,HELENE    ,92418,1988,18.1,48.5,110,954,,25.0,1012.0,160.0,120.0,100.0,100.0,120.0,70.0,70.0,70.0,70.0,50.0,50.0,50.0,50.0,* ,1502.0
203,AL0988 ,HELENE    ,92500,1988,18.7,48.9,100,959,,,1012.0,325.0,120.0,100.0,100.0,120.0,70.0,70.0,70.0,70.0,50.0,50.0,50.0,50.0,* ,1547.0
204,AL0988 ,HELENE    ,92506,1988,19.4,49.0,100,963,,25.0,,,120.0,100.0,100.0,120.0,70.0,70.0,70.0,70.0,50.0,50.0,50.0,50.0,* ,1603.0
205,AL0988 ,HELENE    ,92512,1988,20.0,49.1,95,966,,,1012.0,185.0,100.0,100.0,100.0,100.0,50.0,50.0,50.0,50.0,25.0,25.0,25.0,25.0,* ,1634.0
206,AL0988 ,HELENE    ,92518,1988,20.9,49.3,90,968,,,1012.0,220.0,100.0,100.0,100.0,100.0,50.0,50.0,50.0,50.0,25.0,25.0,25.0,25.0,* ,1680.0
207,AL0988 ,HELENE    ,92600,1988,22.2,49.5,85,971,,,1012.0,260.0,100.0,100.0,100.0,100.0,50.0,50.0,50.0,50.0,25.0,25.0,25.0,25.0,* ,1744.0
208,AL0988 ,HELENE    ,92606,1988,23.4,49.7,85,973,,,,,100.0,100.0,100.0,100.0,60.0,60.0,60.0,60.0,25.0,25.0,25.0,25.0,* ,1755.0
209,AL0988 ,HELENE    ,92612,1988,24.5,49.9,80,975,,,1012.0,145.0,100.0,100.0,100.0,100.0,50.0,50.0,50.0,50.0,25.0,25.0,25.0,25.0,* ,1774.0
210,AL0988 ,HELENE    ,92618,1988,25.8,50.3,80,976,,,1012.0,240.0,100.0,100.0,100.0,100.0,50.0,50.0,50.0,50.0,25.0,25.0,25.0,25.0,* ,1792.0
211,AL0988 ,HELENE    ,92700,1988,27.1,51.1,75,977,,,1012.0,170.0,100.0,100.0,100.0,100.0,50.0,50.0,50.0,50.0,25.0,25.0,25.0,25.0,* ,1788.0
212,AL0988 ,HELENE    ,92706,1988,28.2,51.9,75,979,,,,,70.0,70.0,70.0,70.0,40.0,40.0,40.0,40.0,25.0,25.0,25.0,25.0,* ,1788.0
213,AL0988 ,HELENE    ,92712,1988,29.8,52.0,75,979,,,1012.0,185.0,70.0,70.0,70.0,70.0,40.0,40.0,40.0,40.0,25.0,25.0,25.0,25.0,* ,1880.0
214,AL0988 ,HELENE    ,92718,1988,30.9,51.9,75,979,,,1012.0,195.0,70.0,70.0,70.0,70.0,40.0,40.0,40.0,40.0,25.0,25.0,25.0,25.0,* ,1759.0
215,AL0988 ,HELENE    ,92800,1988,31.9,51.5,75,979,,,1012.0,210.0,70.0,70.0,70.0,70.0,40.0,40.0,40.0,40.0,25.0,25.0,25.0,25.0,* ,1650.0
216,AL0988 ,HELENE    ,92806,1988,32.8,51.0,80,977,,20.0,1012.0,300.0,70.0,70.0,70.0,70.0,40.0,40.0,40.0,40.0,25.0,25.0,25.0,25.0,* ,1555.0
217,AL0988 ,HELENE    ,92812,1988,33.5,50.3,80,975,,,1012.0,305.0,70.0,70.0,70.0,70.0,40.0,40.0,40.0,40.0,25.0,25.0,25.0,25.0,* ,1486.0
218,AL0988 ,HELENE    ,92818,1988,34.7,49.5,85,972,,,1012.0,330.0,70.0,70.0,70.0,70.0,40.0,40.0,40.0,40.0,25.0,25.0,25.0,25.0,* ,1367.0
219,AL0988 ,HELENE    ,92900,1988,36.1,48.5,90,970,,30.0,1012.0,320.0,100.0,100.0,100.0,100.0,75.0,75.0,75.0,75.0,50.0,50.0,50.0,50.0,* ,1239.0
220,AL0988 ,HELENE    ,92906,1988,38.0,46.5,90,970,,20.0,1012.0,270.0,100.0,100.0,100.0,100.0,75.0,75.0,75.0,75.0,50.0,50.0,50.0,50.0,* ,1108.0
221,AL0988 ,HELENE    ,92912,1988,40.2,44.4,85,973,,,1008.0,305.0,100.0,100.0,100.0,100.0,75.0,75.0,75.0,75.0,50.0,50.0,50.0,50.0,* ,1007.0
222,AL0988 ,HELENE    ,92918,1988,42.9,42.0,75,979,,,1004.0,230.0,150.0,150.0,150.0,150.0,75.0,75.0,75.0,75.0,50.0,50.0,50.0,50.0,* ,972.0
223,AL0988 ,HELENE    ,93000,1988,46.2,38.8,65,985,,,1000.0,120.0,200.0,200.0,200.0,200.0,75.0,75.0,75.0,75.0,50.0,50.0,50.0,50.0,* ,1075.0
224,AL0988 ,HELENE    ,93006,1988,50.2,34.5,65,990,,,,,200.0,200.0,200.0,200.0,75.0,75.0,75.0,75.0,50.0,50.0,50.0,50.0,* ,1350.0
225,AL0988 ,HELENE    ,93012,1988,55.0,30.0,60,992,,,,,300.0,300.0,300.0,300.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,E ,1298.0
226,AL1088 ,ISAAC     ,92818,1988,9.0,45.5,25,1009,,,1008.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,838.0
227,AL1088 ,ISAAC     ,92900,1988,9.1,47.0,25,1008,,,1008.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,736.0
228,AL1088 ,ISAAC     ,92906,1988,9.3,48.7,25,1007,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,639.0
229,AL1088 ,ISAAC     ,92912,1988,9.5,50.0,25,1007,,,1012.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,572.0
230,AL1088 ,ISAAC     ,92918,1988,9.6,51.3,30,1006,,,1012.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,519.0
231,AL1088 ,ISAAC     ,93000,1988,9.8,52.2,30,1006,,,1010.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,497.0
232,AL1088 ,ISAAC     ,93006,1988,10.2,53.1,30,1006,,,1008.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,510.0
233,AL1088 ,ISAAC     ,93012,1988,10.8,54.5,30,1005,,,1008.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,557.0
234,AL1088 ,ISAAC     ,93018,1988,11.4,56.0,35,1005,,,,,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,509.0
235,AL1088 ,ISAAC     ,100100,1988,11.8,57.7,40,1005,,,,,50.0,50.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,376.0
236,AL1088 ,ISAAC     ,100106,1988,12.0,59.5,35,1005,,,1008.0,115.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,211.0
237,AL1088 ,ISAAC     ,100112,1988,12.0,61.2,30,1006,,,1008.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,135.0
238,AL1188 ,JOAN      ,101018,1988,8.9,42.2,25,1010,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1125.0
239,AL1188 ,JOAN      ,101100,1988,9.5,43.6,30,1008,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1034.0
240,AL1188 ,JOAN      ,101106,1988,10.1,45.0,35,1005,,,1008.0,150.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,963.0
241,AL1188 ,JOAN      ,101112,1988,10.7,46.4,40,1003,,,1012.0,180.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,917.0
242,AL1188 ,JOAN      ,101118,1988,11.2,47.9,45,1000,,,,,50.0,50.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,859.0
243,AL1188 ,JOAN      ,101200,1988,11.5,49.0,50,999,,,1008.0,150.0,50.0,50.0,25.0,50.0,,,,,0.0,0.0,0.0,0.0,* ,819.0
244,AL1188 ,JOAN      ,101206,1988,11.8,50.1,45,1000,,,1008.0,85.0,50.0,50.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,796.0
245,AL1188 ,JOAN      ,101212,1988,12.1,51.3,45,1003,,,1012.0,160.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,770.0
246,AL1188 ,JOAN      ,101218,1988,12.3,52.5,40,1006,,,1008.0,130.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,752.0
247,AL1188 ,JOAN      ,101300,1988,12.4,53.8,40,1007,,,1008.0,95.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,742.0
248,AL1188 ,JOAN      ,101306,1988,12.5,54.9,40,1007,,,1008.0,100.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,678.0
249,AL1188 ,JOAN      ,101312,1988,12.6,56.0,40,1006,39.0,,,,75.0,50.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,580.0
250,AL1188 ,JOAN      ,101318,1988,12.7,57.1,40,1005,40.0,,1009.0,95.0,75.0,50.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,474.0
251,AL1188 ,JOAN      ,101400,1988,12.6,58.3,40,1003,41.0,,1008.0,100.0,75.0,50.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,355.0
252,AL1188 ,JOAN      ,101406,1988,12.4,59.4,40,1002,41.0,,1008.0,110.0,40.0,40.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,249.0
253,AL1188 ,JOAN      ,101412,1988,12.2,60.0,45,1001,42.0,,1008.0,70.0,50.0,25.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,190.0
254,AL1188 ,JOAN      ,101418,1988,12.0,60.8,45,1001,44.0,,1008.0,90.0,50.0,25.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,135.0
255,AL1188 ,JOAN      ,101500,1988,12.1,61.5,45,1003,45.0,,1008.0,100.0,50.0,25.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,151.0
256,AL1188 ,JOAN      ,101506,1988,12.1,62.8,45,1004,46.0,,1008.0,110.0,50.0,25.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,156.0
257,AL1188 ,JOAN      ,101512,1988,12.0,63.8,45,1004,47.0,,1008.0,90.0,75.0,25.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,144.0
258,AL1188 ,JOAN      ,101518,1988,11.9,64.9,45,1003,49.0,,1008.0,210.0,75.0,25.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,166.0
259,AL1188 ,JOAN      ,101600,1988,12.0,66.1,45,1002,44.0,,1008.0,180.0,75.0,25.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,156.0
260,AL1188 ,JOAN      ,101606,1988,12.0,67.2,50,1001,24.0,,1008.0,220.0,50.0,0.0,0.0,50.0,,,,,0.0,0.0,0.0,0.0,* ,158.0
261,AL1188 ,JOAN      ,101612,1988,11.9,68.2,50,1000,19.0,,1008.0,80.0,50.0,0.0,0.0,50.0,,,,,0.0,0.0,0.0,0.0,* ,75.0
262,AL1188 ,JOAN      ,101618,1988,12.0,69.2,50,999,20.0,,,,50.0,0.0,0.0,50.0,,,,,0.0,0.0,0.0,0.0,* ,52.0
263,AL1188 ,JOAN      ,101700,1988,12.0,70.2,55,998,24.0,,1008.0,60.0,50.0,25.0,25.0,50.0,,,,,0.0,0.0,0.0,0.0,* ,-4.0
264,AL1188 ,JOAN      ,101706,1988,12.0,71.2,55,997,50.0,18.0,1008.0,160.0,50.0,25.0,25.0,50.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,* ,-8.0
265,AL1188 ,JOAN      ,101712,1988,11.9,72.1,60,995,56.0,,1008.0,90.0,50.0,25.0,25.0,50.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,* ,-3.0
266,AL1188 ,JOAN      ,101718,1988,11.8,73.0,60,993,23.0,,1004.0,70.0,65.0,25.0,25.0,65.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,* ,42.0
267,AL1188 ,JOAN      ,101800,1988,11.8,74.0,65,990,17.0,20.0,1008.0,230.0,75.0,50.0,50.0,75.0,40.0,20.0,20.0,40.0,20.0,0.0,0.0,20.0,* ,69.0
268,AL1188 ,JOAN      ,101806,1988,11.7,75.0,70,987,16.0,15.0,,,75.0,50.0,50.0,75.0,40.0,20.0,20.0,40.0,20.0,0.0,0.0,20.0,* ,79.0
269,AL1188 ,JOAN      ,101812,1988,11.5,75.8,75,984,15.0,,1008.0,180.0,75.0,50.0,50.0,75.0,40.0,20.0,20.0,40.0,20.0,0.0,0.0,20.0,* ,102.0
270,AL1188 ,JOAN      ,101818,1988,11.3,76.5,80,980,14.0,20.0,1008.0,260.0,75.0,50.0,50.0,75.0,50.0,25.0,25.0,50.0,20.0,0.0,0.0,20.0,* ,141.0
271,AL1188 ,JOAN      ,101900,1988,11.2,77.2,90,976,13.0,10.0,1008.0,300.0,75.0,50.0,50.0,75.0,50.0,25.0,25.0,50.0,20.0,20.0,20.0,20.0,* ,201.0
272,AL1188 ,JOAN      ,101906,1988,11.3,77.8,95,970,13.0,7.0,1008.0,160.0,75.0,50.0,50.0,75.0,50.0,25.0,25.0,50.0,20.0,20.0,20.0,20.0,* ,226.0
273,AL1188 ,JOAN      ,101912,1988,11.4,78.3,105,960,13.0,,1008.0,150.0,75.0,50.0,50.0,75.0,50.0,25.0,25.0,50.0,20.0,20.0,20.0,20.0,* ,225.0
